"CL","LAST-NONSPEC-TEAM","CURRENT-TEAM","NAME-CLEAN","NAME-RAW","SCORE-CURRENT","SCORE-SUM","CAPTURES-CURRENT","CAPTURES-SUM","RETURNS-CURRENT","RETURNS-SUM","BC-CURRENT","BC-SUM","ASSISTS-CURRENT","ASSISTS-SUM","FLAGHOLD-CURRENT","FLAGHOLD-SUM","FLAGGRABS-CURRENT","FLAGGRABS-SUM","MINEGRABS-TOTAL","MINEGRABS-REDBASE","MINEGRABS-BLUEBASE","MINEGRABS-NEUTRAL","ACCURACY-WEIRD","KILLS","DEATHS","TOTALKILLS-MOH","PING-CURRENT","PING-MEAN","PING-MEAN-DEVIATION","TIME-CURRENT","TIME-SUM","GLICKO2-RATING","GLICKO2-DEVIATION","DFA-KILLS","DFA-RETURNS","RED-KILLS","RED-RETURNS","YEL-KILLS","YEL-RETURNS","BLU-KILLS","BLU-RETURNS","DBS-KILLS","DBS-RETURNS","DBS-ATTEMPTS","BS-KILLS","BS-RETURNS","MINE-KILLS","MINE-RETURNS","UPCUT-KILLS","UPCUT-RETURNS","YDFA-KILLS","YDFA-RETURNS","BLUBS-KILLS","BLUBS-RETURNS","DOOM-KILLS","DOOM-RETURNS","TUR-KILLS","TUR-RETURNS","UNKN-KILLS","UNKN-RETURNS","IDLE-KILLS","IDLE-RETURNS"
"4","Blue","Blue","Padawan (4)","Padawan ^7(^24^7)","230","230","0","0","1","1","4","4","1","1","0","0","0","0","0","0","0","0","0","0","2","","0","0","0","17","17","1294","262","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","Blue","Blue","Padawan (26)","Padawan ^7(^226^7)","224","224","0","0","0","0","7","7","0","0","0","0","0","0","0","0","0","0","0","10","9","","0","0","0","17","17","1468","129","0","0","2","0","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"24","Blue","Blue","Padawan (24)","Padawan ^7(^224^7)","213","213","0","0","1","1","3","3","0","0","0","0","0","0","0","0","0","0","0","1","1","","0","0","0","17","17","1387","279","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","Blue","Blue","Padawan (20)","Padawan ^7(^220^7)","191","191","0","0","1","1","1","1","0","0","0","0","0","0","1","0","1","0","0","2","0","","0","0","0","17","17","1573","317","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11","Blue","Blue","Padawan (11)","Padawan ^7(^211^7)","183","183","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","7","10","","0","0","0","17","17","1432","151","0","0","1","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"17","Blue","Blue","Padawan (17)","Padawan ^7(^217^7)","180","180","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","0","0","0","17","17","1442","310","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","Blue","Blue","Padawan (15)","Padawan ^7(^215^7)","179","179","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","6","6","","0","0","0","17","17","1536","153","0","0","0","0","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","Blue","Blue","Padawan (18)","Padawan ^7(^218^7)","173","173","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","7","9","","0","0","0","17","17","1543","143","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Blue","Blue","Padawan (7)","Padawan ^7(^27^7)","173","173","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","4","6","","0","0","0","17","17","1447","163","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","Blue","Blue","Padawan (12)","Padawan ^7(^212^7)","173","173","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","3","0","","0","0","0","17","17","1639","292","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2","Blue","Blue","Padawan (2)","Padawan ^7(^22^7)","164","164","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","3","9","","0","0","0","17","17","1235","164","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Blue","Blue","Padawan (9)","Padawan ^7(^29^7)","162","162","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","1","0","","0","0","0","17","17","1536","337","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","Blue","Blue","Padawan (22)","Padawan ^7(^222^7)","161","161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","9","","0","0","0","17","17","1339","160","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","Spectator","Spectator","Padawan (31)","^0^1^0P^4^7^4a^7^5^7d^2^1^2a^2^5^2w^3^6^3an ^7(^231^7)","206","206","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","Spectator","Spectator","Padawan (30)","Padawan ^7(^230^7)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
